This file contains costs between states calculated by Costs_Data_Holder. The first row contains a description about what this file is, the second row contains vector of nodes used in calculation, the third row contains discretization of orientations (in how many different orientations can a robot arrive to a node), all the other rows contain either flags "safe_area", "sensitive_area" or keys and costs in csv format. The costs include costs from safe area in which case distance is calculated and stored based on a relative position of two states and costs from sensitive area in which case distance is calculated and stored based on an absolute position of two states. "safe_area" signifies that data about costs between relative states in safe area starts from the first row below and continues onwards until "costs_sensitive_area" is reached. "sensitive_area" signifies that data about costs between absolute states in safe area starts from the first row below and continues onwards until the end of the file is reached. In rows that isn't one of the first three rows or doesn't contain the flags "safe_area" nor "sensitive_area", one row contains information about one pair of states. Rows containing data about states in safe are have format "delta_x,delta_y,fi_start,fi_finish,cost", where delta_x and delta_y are differences in coordinates of the two states, fi_start and fi_finish are orientations of the first and the second state respectively and cost is the cost between those two states. Rows containing data about sensitive states have format "state_start_index,state_finish_index,cost", where state_start_index and state_finish_index are indexes of the first and the second state respectively and cost is a cost between those two states.
{{50,50}, {50,53}, {50,56}, {50,59}, {60,50}, {60,53}, {60,56}, {60,59}}
16
safe_area
0,3,0,0,47.163
0,3,0,1,39.437
0,3,0,2,36.155
0,3,0,3,35.734
0,3,0,4,37.215
0,3,0,5,38.74
0,3,0,6,47.318
0,3,0,7,53.03
0,3,0,8,56.483
0,3,0,9,65.082
0,3,0,10,51.6871
0,3,0,11,38.74
0,3,0,12,37.215
0,3,0,13,38.176
0,3,0,14,37.175
0,3,0,15,39.437
0,6,0,0,72.838
0,6,0,1,69.536
0,6,0,2,52.017
0,6,0,3,51.965
0,6,0,4,53.703
0,6,0,5,52.909
0,6,0,6,51.156
0,6,0,7,50.847
0,6,0,8,52.684
0,6,0,9,61.594
0,6,0,10,75.772
0,6,0,11,53.029
0,6,0,12,53.703
0,6,0,13,51.965
0,6,0,14,53.108
0,6,0,15,67.78
0,9,0,0,80.16
0,9,0,1,79.636
0,9,0,2,78.0291
0,9,0,3,64.608
0,9,0,4,62.771
0,9,0,5,61.543
0,9,0,6,61.495
0,9,0,7,62.732
0,9,0,8,65.365
0,9,0,9,73.05
0,9,0,10,78.371
0,9,0,11,80.072
0,9,0,12,87.573
0,9,0,13,89.934
0,9,0,14,82.572
0,9,0,15,84.401
10,0,0,0,50
10,0,0,1,51.05
10,0,0,2,54.607
10,0,0,3,59.286
10,0,0,4,66.321
10,0,0,5,75.295
10,0,0,6,69.828
10,0,0,7,72.68
10,0,0,8,70.958
10,0,0,9,72.68
10,0,0,10,69.828
10,0,0,11,75.295
10,0,0,12,66.321
10,0,0,13,59.286
10,0,0,14,54.607
10,0,0,15,51.05
10,3,0,0,54.226
10,3,0,1,54.479
10,3,0,2,55.535
10,3,0,3,57.577
10,3,0,4,59.616
10,3,0,5,68.028
10,3,0,6,69.565
10,3,0,7,73.658
10,3,0,8,73.069
10,3,0,9,79.896
10,3,0,10,78.371
10,3,0,11,73.258
10,3,0,12,78.166
10,3,0,13,67.872
10,3,0,14,59.955
10,3,0,15,55.278
0,3,1,0,39.437
0,3,1,1,44.576
0,3,1,2,35.631
0,3,1,3,35.21
0,3,1,4,36.691
0,3,1,5,38.083
0,3,1,6,46.162
0,3,1,7,46.45
0,3,1,8,53.03
0,3,1,9,56.668
0,3,1,10,62.832
0,3,1,11,48.5631
0,3,1,12,31.978
0,3,1,13,30.986
0,3,1,14,37.353
0,3,1,15,39.742
0,6,1,0,60.431
0,6,1,1,62.329
0,6,1,2,60.422
0,6,1,3,60.001
0,6,1,4,50.617
0,6,1,5,50.093
0,6,1,6,40.629
0,6,1,7,41.63
0,6,1,8,50.847
0,6,1,9,61.614
0,6,1,10,65.0891
0,6,1,11,47.341
0,6,1,12,46.978
0,6,1,13,48.028
0,6,1,14,55.8751
0,6,1,15,61.668
0,9,1,0,72.823
0,9,1,1,72.299
0,9,1,2,69.9031
0,9,1,3,56.482
0,9,1,4,53.949
0,9,1,5,53.474
0,9,1,6,54.617
0,9,1,7,56.001
0,9,1,8,62.732
0,9,1,9,71.353
0,9,1,10,70.245
0,9,1,11,71.946
0,9,1,12,72.483
0,9,1,13,69.975
0,9,1,14,72.1531
0,9,1,15,75.346
10,0,1,0,51.05
10,0,1,1,52.1
10,0,1,2,55.323
10,0,1,3,61.883
10,0,1,4,67.882
10,0,1,5,77.729
10,0,1,6,71.665
10,0,1,7,73.73
10,0,1,8,76.62
10,0,1,9,73.73
10,0,1,10,69.353
10,0,1,11,74.067
10,0,1,12,65.084
10,0,1,13,58.811
10,0,1,14,53.968
10,0,1,15,52.1
10,3,1,0,53.751
10,3,1,1,54.226
10,3,1,2,55.06
10,3,1,3,57.382
10,3,1,4,60.666
10,3,1,5,68.589
10,3,1,6,69.09
10,3,1,7,71.602
10,3,1,8,72.594
10,3,1,9,78.668
10,3,1,10,77.143
10,3,1,11,72.783
10,3,1,12,75.599
10,3,1,13,66.644
10,3,1,14,59.48
10,3,1,15,54.803
0,3,2,0,36.155
0,3,2,1,35.631
0,3,2,2,39.616
0,3,2,3,40.131
0,3,2,4,29.2861
0,3,2,5,30.1111
0,3,2,6,29.802
0,3,2,7,45.372
0,3,2,8,47.203
0,3,2,9,47.842
0,3,2,10,54.418
0,3,2,11,55.482
0,3,2,12,44.2741
0,3,2,13,38.275
0,3,2,14,37.029
0,3,2,15,36.381
0,6,2,0,52.017
0,6,2,1,51.493
0,6,2,2,49.2341
0,6,2,3,45.131
0,6,2,4,34.576
0,6,2,5,33.782
0,6,2,6,34.43
0,6,2,7,40.629
0,6,2,8,49.616
0,6,2,9,52.423
0,6,2,10,51.668
0,6,2,11,51.792
0,6,2,12,51.156
0,6,2,13,49.45
0,6,2,14,50.152
0,6,2,15,53.413
0,9,2,0,67.017
0,9,2,1,66.493
0,9,2,2,55.805
0,9,2,3,50.137
0,9,2,4,49.576
0,9,2,5,48.782
0,9,2,6,49.43
0,9,2,7,54.617
0,9,2,8,61.495
0,9,2,9,70.704
0,9,2,10,65.304
0,9,2,11,70.945
0,9,2,12,71.482
0,9,2,13,69.317
0,9,2,14,67.181
0,9,2,15,66.554
10,0,2,0,54.576
10,0,2,1,55.884
10,0,2,2,59.232
10,0,2,3,66.131
10,0,2,4,77.692
10,0,2,5,71.572
10,0,2,6,71.482
10,0,2,7,76.919
10,0,2,8,76.296
10,0,2,9,77.032
10,0,2,10,70.171
10,0,2,11,74.391
10,0,2,12,64.769
10,0,2,13,59.954
10,0,2,14,54.616
10,0,2,15,53.782
10,3,2,0,55.153
10,3,2,1,55.369
