This file contains costs between states calculated by Costs_Data_Holder. The first row contains a description about what this file is, the second row contains vector of nodes used in calculation, the third row contains discretization of orientations (in how many different orientations can a robot arrive to a node), all the other rows contain either flags "safe_area", "sensitive_area" or keys and costs in csv format. The costs include costs from safe area in which case distance is calculated and stored based on a relative position of two states and costs from sensitive area in which case distance is calculated and stored based on an absolute position of two states. "safe_area" signifies that data about costs between relative states in safe area starts from the first row below and continues onwards until "costs_sensitive_area" is reached. "sensitive_area" signifies that data about costs between absolute states in safe area starts from the first row below and continues onwards until the end of the file is reached. In rows that isn't one of the first three rows or doesn't contain the flags "safe_area" nor "sensitive_area", one row contains information about one pair of states. Rows containing data about states in safe are have format "delta_x,delta_y,fi_start,fi_finish,cost", where delta_x and delta_y are differences in coordinates of the two states, fi_start and fi_finish are orientations of the first and the second state respectively and cost is the cost between those two states. Rows containing data about sensitive states have format "state_start_index,state_finish_index,cost", where state_start_index and state_finish_index are indexes of the first and the second state respectively and cost is a cost between those two states.
{{96,101}, {109,100}, {107,96}, {90,95}, {91,95}, {100,91}, {110,92}, {96,110}, {106,95}, {97,108}, {94,90}, {91,99}}
16
safe_area
13,-1,0,0,67.361
13,-1,0,1,68.669
13,-1,0,2,70.535
13,-1,0,3,75.378
13,-1,0,4,81.651
13,-1,0,5,90.634
13,-1,0,6,85.92
13,-1,0,7,88.05
13,-1,0,8,88.843
13,-1,0,9,90.013
13,-1,0,10,82.956
13,-1,0,11,84.893
13,-1,0,12,77.75
13,-1,0,13,73.194
13,-1,0,14,67.401
13,-1,0,15,66.567
11,-5,0,0,64.967
11,-5,0,1,64.902
11,-5,0,2,70.643
11,-5,0,3,80.794
11,-5,0,4,89.247
11,-5,0,5,83.805
11,-5,0,6,90.567
11,-5,0,7,86.925
11,-5,0,8,86.005
11,-5,0,9,81.918
11,-5,0,10,82.956
11,-5,0,11,73.194
11,-5,0,12,67.528
11,-5,0,13,64.215
11,-5,0,14,63.437
11,-5,0,15,63.016
-6,-6,0,0,49.01
-6,-6,0,1,47.313
-6,-6,0,2,46.878
-6,-6,0,3,47.892
-6,-6,0,4,46.357
-6,-6,0,5,91.369
-6,-6,0,6,84.629
-6,-6,0,7,82.947
-6,-6,0,8,81.897
-6,-6,0,9,82.947
-6,-6,0,10,65.538
-6,-6,0,11,64.771
-6,-6,0,12,68.157
-6,-6,0,13,69.016
-6,-6,0,14,63.528
-6,-6,0,15,64.067
-5,-6,0,0,54.01
-5,-6,0,1,44.328
-5,-6,0,2,43.091
-5,-6,0,3,43.406
-5,-6,0,4,44.628
-5,-6,0,5,86.785
-5,-6,0,6,79.815
-5,-6,0,7,78.734
-5,-6,0,8,76.897
-5,-6,0,9,78.365
-5,-6,0,10,60.2971
-5,-6,0,11,59.792
-5,-6,0,12,61.831
